Firstname,Lastname,Gender,Birth_Date,Birth_Country,Birth_City,Birth_Country_Code,Death_Date,Death_Country,Death_City,Death_Country_Code,Organization_Name,Organization_City,Organization_Country,Year,Category,Prize_Share,Motivation,Birth_Year,Age
Rigoberta,Menchú Tum,female,09/01/1959,Guatemala,Aldea Chimel,GT,0000-00-00,,,,,,,1992,peace,1,"""for her struggle for social justice and ethno-cultural reconciliation based on respect for the rights of indigenous peoples""",,
Georges,Charpak,male,01/08/1924,Poland,Dabrovica,PL,29/09/2010,France,Paris,FR,École Supérieure de Physique et Chimie,Paris,France,1992,physics,1,"""for his invention and development of particle detectors in particular the multiwire proportional chamber""",,
Edwin G.,Krebs,male,06/06/1918,USA,Lansing IA,US,21/12/2009,USA,Seattle WA,US,University of Washington,Seattle WA,USA,1992,medicine,2,"""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism""",,
Russell A.,Hulse,male,28/11/1950,USA,New York NY,US,0000-00-00,,,,Princeton University,Princeton NJ,USA,1993,physics,2,"""for the discovery of a new type of pulsar a discovery that has opened up new possibilities for the study of gravitation""",,
Joseph H.,Taylor Jr.,male,29/03/1941,USA,Philadelphia PA,US,0000-00-00,,,,Princeton University,Princeton NJ,USA,1993,physics,2,"""for the discovery of a new type of pulsar a discovery that has opened up new possibilities for the study of gravitation""",,
Toni,Morrison,female,18/02/1931,USA,Lorain OH,US,05/08/2019,USA,New York NY,US,,,,1993,literature,1,"""who in novels characterized by visionary force and poetic import gives life to an essential aspect of American reality""",,
Douglass C.,North,male,05/11/1920,USA,Cambridge MA,US,23/11/2015,USA,Benzonia MI,US,Washington University,St. Louis MO,USA,1993,economics,2,"""for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change""",,
Michael,Smith,male,26/04/1932,United Kingdom,Blackpool,GB,04/10/2000,Canada,Vancouver,CA,University of British Columbia,Vancouver,Canada,1993,chemistry,2,"""for his fundamental contributions to the establishment of oligonucleotide-based site-directed mutagenesis and its development for protein studies""",,
Phillip A.,Sharp,male,06/06/1944,USA,Falmouth KY,US,0000-00-00,,,,Massachusetts Institute of Technology (MIT) Center for Cancer Research,Cambridge MA,USA,1993,medicine,2,"""for their discoveries of split genes""",,
Richard J.,Roberts,male,06/09/1943,United Kingdom,Derby,GB,0000-00-00,,,,New England Biolabs,Beverly MA,USA,1993,medicine,2,"""for their discoveries of split genes""",,
Kary B.,Mullis,male,28/12/1944,USA,Lenoir NC,US,07/08/2019,USA,Newport Beach CA,US,,,,1993,chemistry,2,"""for his invention of the polymerase chain reaction (PCR) method""",,
F.W.,de Klerk,male,18/03/1936,South Africa,Johannesburg,ZA,11/11/2021,South Africa,Cape Town,ZA,,,,1993,peace,2,"""for their work for the peaceful termination of the apartheid regime and for laying the foundations for a new democratic South Africa""",,
Robert W.,Fogel,male,01/07/1927,USA,New York NY,US,11/06/2013,USA,Oak Lawn IL,US,University of Chicago,Chicago IL,USA,1993,economics,2,"""for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change""",,
Nelson,Mandela,male,18/07/1918,South Africa,Qunu,ZA,05/12/2013,South Africa,Johannesburg,ZA,,,,1993,peace,2,"""for their work for the peaceful termination of the apartheid regime and for laying the foundations for a new democratic South Africa""",,
Alfred G.,Gilman,male,01/07/1941,USA,New Haven CT,US,23/12/2015,USA,Dallas TX,US,University of Texas Southwestern Medical Center at Dallas,Dallas TX,USA,1994,medicine,2,"""for their discovery of G-proteins and the role of these proteins in signal transduction in cells""",,
Martin,Rodbell,male,01/12/1925,USA,Baltimore MD,US,07/12/1998,USA,Chapel Hill NC,US,National Institute of Environmental Health Sciences,Research Triangle Park NC,USA,1994,medicine,2,"""for their discovery of G-proteins and the role of these proteins in signal transduction in cells""",,
George A.,Olah,male,22/05/1927,Hungary,Budapest,HU,08/03/2017,USA,Los Angeles CA,US,University of Southern California,Los Angeles CA,USA,1994,chemistry,1,"""for his contribution to carbocation chemistry""",,
Bertram N.,Brockhouse,male,15/07/1918,Canada,Lethbridge Alberta,CA,13/10/2003,Canada,Hamilton Ontario,CA,McMaster University,Hamilton Ontario,Canada,1994,physics,2,"""for the development of neutron spectroscopy""",,
Clifford G.,Shull,male,23/09/1915,USA,Pittsburgh PA,US,31/03/2001,USA,Medford MA,US,Massachusetts Institute of Technology (MIT),Cambridge MA,USA,1994,physics,2,"""for the development of the neutron diffraction technique""",,
Kenzaburo,Oe,male,31/01/1935,Japan,Uchiko,JP,03/03/2023,Japan,Tokyo,JP,,,,1994,literature,1,"""who with poetic force creates an imagined world where life and myth condense to form a disconcerting picture of the human predicament today""",,
Yasser,Arafat,male,24/08/1929,Egypt,Cairo,EG,11/11/2004,France,Paris,FR,,,,1994,peace,3,"""for their efforts to create peace in the Middle East""",,
Yitzhak,Rabin,male,01/03/1922,British Mandate of Palestine (now Israel),Jerusalem,IL,04/11/1995,Israel,Tel Aviv,IL,,,,1994,peace,3,"""for their efforts to create peace in the Middle East""",,
Shimon,Peres,male,16/08/1923,Poland (now Belarus),Vishneva,BY,28/09/2016,Israel,Tel Aviv,IL,,,,1994,peace,3,"""for their efforts to create peace in the Middle East""",,
John C.,Harsanyi,male,29/05/1920,Hungary,Budapest,HU,09/08/2000,USA,Berkeley CA,US,University of California,Berkeley CA,USA,1994,economics,3,"""for their pioneering analysis of equilibria in the theory of non-cooperative games""",,
John F.,Nash Jr.,male,13/06/1928,USA,Bluefield WV,US,23/05/2015,USA,New Jersey NJ,US,Princeton University,Princeton NJ,USA,1994,economics,3,"""for their pioneering analysis of equilibria in the theory of non-cooperative games""",,
Reinhard,Selten,male,05/10/1930,Germany (now Poland),Breslau (now Wroclaw),PL,23/08/2016,Poland,Poznan,PL,Rheinische Friedrich-Wilhelms-Universität,Bonn,Germany,1994,economics,3,"""for their pioneering analysis of equilibria in the theory of non-cooperative games""",,
Frederick,Reines,male,16/03/1918,USA,Paterson NJ,US,26/08/1998,USA,Orange CA,US,University of California,Irvine CA,USA,1995,physics,2,"""for the detection of the neutrino""",,
Edward B.,Lewis,male,20/05/1918,USA,Wilkes-Barre PA,US,21/07/2004,USA,Pasadena CA,US,California Institute of Technology (Caltech),Pasadena CA,USA,1995,medicine,3,"""for their discoveries concerning the genetic control of early embryonic development""",,
Paul J.,Crutzen,male,03/12/1933,the Netherlands,Amsterdam,NL,28/01/2021,Germany,Mainz,DE,Max-Planck-Institut für Chemie,Mainz,Germany,1995,chemistry,3,"""for their work in atmospheric chemistry particularly concerning the formation and decomposition of ozone""",,
Mario J.,Molina,male,19/03/1943,Mexico,Mexico City,MX,07/10/2020,Mexico,Mexico City,MX,Massachusetts Institute of Technology (MIT),Cambridge MA,USA,1995,chemistry,3,"""for their work in atmospheric chemistry particularly concerning the formation and decomposition of ozone""",,
Robert E.,Lucas Jr.,male,15/09/1937,USA,Yakima WA,US,15/05/2023,,,,University of Chicago,Chicago IL,USA,1995,economics,1,"""for having developed and applied the hypothesis of rational expectations and thereby having transformed macroeconomic analysis and deepened our understanding of economic policy""",,
Seamus,Heaney,male,13/04/1939,Northern Ireland,Casteldàwson,GB,30/08/2013,Ireland,Dublin,IE,,,,1995,literature,1,"""for works of lyrical beauty and ethical depth which exalt everyday miracles and the living past""",,
F. Sherwood,Rowland,male,28/06/1927,USA,Delaware OH,US,10/03/2012,USA,Corona del Mar CA,US,University of California,Irvine CA,USA,1995,chemistry,3,"""for their work in atmospheric chemistry particularly concerning the formation and decomposition of ozone""",,
Christiane,Nüsslein-Volhard,female,20/10/1942,Germany,Magdeburg,DE,0000-00-00,,,,Max-Planck-Institut für Entwicklungsbiologie,Tübingen,Germany,1995,medicine,3,"""for their discoveries concerning the genetic control of early embryonic development""",,
Joseph,Rotblat,male,04/11/1908,Russian Empire (now Poland),Warsaw,PL,31/08/2005,United Kingdom,London,GB,,,,1995,peace,2,"""for their efforts to diminish the part played by nuclear arms in international politics and in the longer run to eliminate such arms""",,
Pugwash Conferences on Science and World Affairs,,org,1957-00-00,NA,NA,NA,0000-00-00,NA,NA,NA,NA,NA,NA,1995,peace,2,"""for their efforts to diminish the part played by nuclear arms in international politics and in the longer run to eliminate such arms""",,
Martin L.,Perl,male,24/06/1927,USA,New York NY,US,30/09/2014,USA,Palo Alto CA,US,Stanford University,Stanford CA,USA,1995,physics,2,"""for the discovery of the tau lepton""",,
Eric F.,Wieschaus,male,08/06/1947,USA,South Bend IN,US,0000-00-00,,,,Princeton University,Princeton NJ,USA,1995,medicine,3,"""for their discoveries concerning the genetic control of early embryonic development""",,
David M.,Lee,male,20/01/1931,USA,Rye NY,US,0000-00-00,,,,Cornell University,Ithaca NY,USA,1996,physics,3,"""for their discovery of superfluidity in helium-3""",,
Robert C.,Richardson,male,26/06/1937,USA,Washington D.C.,US,19/02/2013,USA,Ithaca NY,US,Cornell University,Ithaca NY,USA,1996,physics,3,"""for their discovery of superfluidity in helium-3""",,
Douglas D.,Osheroff,male,01/08/1945,USA,Aberdeen WA,US,0000-00-00,,,,Stanford University,Stanford CA,USA,1996,physics,3,"""for their discovery of superfluidity in helium-3""",,
Peter C.,Doherty,male,15/10/1940,Australia,Brisbane,AU,0000-00-00,,,,St. Jude Children's Research Hospital,Memphis TN,USA,1996,medicine,2,"""for their discoveries concerning the specificity of the cell mediated immune defence""",,
Rolf M.,Zinkernagel,male,06/01/1944,Switzerland,Basel,CH,0000-00-00,,,,University of Zurich Institute of Experimental Immunology,Zurich,Switzerland,1996,medicine,2,"""for their discoveries concerning the specificity of the cell mediated immune defence""",,
Richard E.,Smalley,male,06/06/1943,USA,Akron OH,US,28/10/2005,USA,Houston TX,US,Rice University,Houston TX,USA,1996,chemistry,3,"""for their discovery of fullerenes""",,
Wislawa,Szymborska,female,02/07/1923,Poland,Bnin (now Kórnik),PL,01/02/2012,Poland,Kraków,PL,,,,1996,literature,1,"""for poetry that with ironic precision allows the historical and biological context to come to light in fragments of human reality""",,
Carlos Filipe Ximenes,Belo,male,03/02/1948,East Timor,Wailacama,TL,0000-00-00,,,,,,,1996,peace,2,"""for their work towards a just and peaceful solution to the conflict in East Timor""",,
José,Ramos-Horta,male,26/12/1949,East Timor,Dili,TL,0000-00-00,,,,,,,1996,peace,2,"""for their work towards a just and peaceful solution to the conflict in East Timor""",,
Robert F.,Curl Jr.,male,23/08/1933,USA,Alice TX,US,03/07/2022,USA,Houston TX,US,Rice University,Houston TX,USA,1996,chemistry,3,"""for their discovery of fullerenes""",,
William,Vickrey,male,21/06/1914,Canada,Victoria BC,CA,11/10/1996,USA,Harrison NY,US,Columbia University,New York NY,USA,1996,economics,2,"""for their fundamental contributions to the economic theory of incentives under asymmetric information""",,
Sir Harold,Kroto,male,07/10/1939,United Kingdom,Wisbech Cambridgeshire,GB,30/04/2016,United Kingdom,Lewes East Sussex,GB,University of Sussex,Brighton,United Kingdom,1996,chemistry,3,"""for their discovery of fullerenes""",,
James A.,Mirrlees,male,05/07/1936,Scotland,Minnigaff,GB,29/08/2018,United Kingdom,Cambridge,GB,University of Cambridge,Cambridge,United Kingdom,1996,economics,2,"""for their fundamental contributions to the economic theory of incentives under asymmetric information""",,
Dario,Fo,male,24/03/1926,Italy,Leggiuno-Sangiano,IT,13/10/2016,Italy,Milan,IT,,,,1997,literature,1,"""who emulates the jesters of the Middle Ages in scourging authority and upholding the dignity of the downtrodden""",,
John E.,Walker,male,07/01/1941,United Kingdom,Halifax,GB,0000-00-00,,,,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,1997,chemistry,4,"""for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP)""",,
Jens C.,Skou,male,08/10/1918,Denmark,Lemvig,DK,28/05/2018,Denmark,Aarhus,DK,Aarhus University,Aarhus,Denmark,1997,chemistry,2,"""for the first discovery of an ion-transporting enzyme Na+ K+ -ATPase""",,
Robert C.,Merton,male,31/07/1944,USA,New York NY,US,0000-00-00,,,,Harvard University,Cambridge MA,USA,1997,economics,2,"""for a new method to determine the value of derivatives""",,
Stanley B.,Prusiner,male,28/05/1942,USA,Des Moines IA,US,0000-00-00,,,,University of California School of Medicine,San Francisco CA,USA,1997,medicine,1,"""for his discovery of Prions - a new biological principle of infection""",,
William D.,Phillips,male,05/11/1948,USA,Wilkes-Barre PA,US,0000-00-00,,,,National Institute of Standards and Technology,Gaithersburg MD,USA,1997,physics,3,"""for development of methods to cool and trap atoms with laser light""",,
Myron,Scholes,male,01/07/1941,Canada,Timmins ON,CA,0000-00-00,,,,Long Term Capital Management,Greenwich CT,USA,1997,economics,2,"""for a new method to determine the value of derivatives""",,
Claude,Cohen-Tannoudji,male,01/04/1933,French Algeria (now Algeria),Constantine,DZ,0000-00-00,,,,Collège de France,Paris,France,1997,physics,3,"""for development of methods to cool and trap atoms with laser light""",,
Steven,Chu,male,28/02/1948,USA,St. Louis MO,US,0000-00-00,,,,Stanford University,Stanford CA,USA,1997,physics,3,"""for development of methods to cool and trap atoms with laser light""",,
Jody,Williams,female,09/10/1950,USA,Putney VT,US,0000-00-00,,,,,,,1997,peace,2,"""for their work for the banning and clearing of anti-personnel mines""",,
International Campaign to Ban Landmines,,org,1992-00-00,NA,NA,NA,0000-00-00,NA,NA,NA,NA,NA,NA,1997,peace,2,"""for their work for the banning and clearing of anti-personnel mines""",,
Paul D.,Boyer,male,31/07/1918,USA,Provo UT,US,02/06/2018,USA,Los Angeles CA,US,University of California,Los Angeles CA,USA,1997,chemistry,4,"""for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP)""",,
Amartya,Sen,male,03/11/1933,India,Santiniketan,IN,0000-00-00,,,,Trinity College,Cambridge,United Kingdom,1998,economics,1,"""for his contributions to welfare economics""",,
Horst L.,Störmer,male,06/04/1949,West Germany (now Germany),Frankfurt-on-the-Main,DE,0000-00-00,,,,Columbia University,New York NY,USA,1998,physics,3,"""for their discovery of a new form of quantum fluid with fractionally charged excitations""",,
